postcode, woonplaats, gemeente, provincie, breedtegraad, lengtegraad
5366, Megen, Oss, Noord-Brabant, 51.8213739, 5.5636481
5367, Macharen, Oss, Noord-Brabant, 51.8043581, 5.5453565
5368, Haren, Oss, Noord-Brabant, 51.8014577, 5.5849108
5370, Ravenstein, Oss, Noord-Brabant, 51.8321163, 5.5718883
5371, Ravenstein, Oss, Noord-Brabant, 51.7967784, 5.6515008
5373, Herpen, Oss, Noord-Brabant, 51.7719286, 5.6419812
5374, Schaijk, Landerd, Noord-Brabant, 51.7484858, 5.6297284
5375, Reek, Landerd, Noord-Brabant, 51.7449838, 5.6829659
5381, Vinkel, Maasdonk, Noord-Brabant, 51.7175457, 5.4634582
5382, Vinkel, Maasdonk, Noord-Brabant, 51.7107429, 5.4391369
5383, Vinkel, Maasdonk, Noord-Brabant, 51.7061566, 5.4809234
5384, Heesch, Bernheze, Noord-Brabant, 51.7317098, 5.5278266
5386, Geffen, Maasdonk, Noord-Brabant, 51.7377855, 5.4582737
5388, Nistelrode, Bernheze, Noord-Brabant, 51.7043949, 5.5612692
5390, Nuland, Maasdonk, Noord-Brabant, 51.7287354, 5.433115
5391, Nuland, Maasdonk, Noord-Brabant, 51.7317056, 5.443243
5392, Nuland, Maasdonk, Noord-Brabant, 51.7301383, 5.419946
5394, Oijen, Lith, Noord-Brabant, 51.825144, 5.5027547
5395, Teeffelen, Lith, Noord-Brabant, 51.7980878, 5.4946541
5396, Lithoijen, Lith, Noord-Brabant, 51.8009283, 5.4591853
5397, Lith, Lith, Noord-Brabant, 51.8065563, 5.4399971
5398, Maren-Kessel, Lith, Noord-Brabant, 51.7957011, 5.3946991
5400, Uden, Uden, Noord-Brabant, 51.6566022, 5.6171875
5401, Uden, Uden, Noord-Brabant, 51.6578086, 5.6092868
5402, Uden, Uden, Noord-Brabant, 51.6679652, 5.6179148
5403, Uden, Uden, Noord-Brabant, 51.6673408, 5.6309456
5404, Uden, Uden, Noord-Brabant, 51.6516401, 5.6277648
5405, Uden, Uden, Noord-Brabant, 51.6507016, 5.6473044
5406, Uden, Uden, Noord-Brabant, 51.6719817, 5.5891305
5408, Volkel, Uden, Noord-Brabant, 51.6428528, 5.6546035
5409, Odiliapeel, Uden, Noord-Brabant, 51.6439997, 5.7029224
5410, Zeeland, Landerd, Noord-Brabant, 51.6410753, 5.7690201
5411, Zeeland, Landerd, Noord-Brabant, 51.6971981, 5.6733091
5420, Gemert, Gemert-Bakel, Noord-Brabant, 51.5540689, 5.6810997
5421, Gemert, Gemert-Bakel, Noord-Brabant, 51.5513033, 5.6828876
5422, Gemert, Gemert-Bakel, Noord-Brabant, 51.5632604, 5.7083093
5423, Handel, Gemert-Bakel, Noord-Brabant, 51.579495, 5.7137118
5424, Elsendorp, Gemert-Bakel, Noord-Brabant, 51.5807827, 5.7692663
5425, Mortel, Gemert-Bakel, Noord-Brabant, 51.5389606, 5.7197279
5427, Boekel, Boekel, Noord-Brabant, 51.6028789, 5.6743158
5428, Venhorst, Boekel, Noord-Brabant, 51.6083485, 5.7384754
5430, Cuijk, Cuijk, Noord-Brabant, 51.7289292, 5.878605
5431, Cuijk, Cuijk, Noord-Brabant, 51.7241898, 5.8737216
5432, Cuijk, Cuijk, Noord-Brabant, 51.7408809, 5.8573828
5433, Katwijk, Cuijk, Noord-Brabant, 51.7500836, 5.8710693
5434, Vianen, Cuijk, Noord-Brabant, 51.7177522, 5.8599565
5435, Sint Agatha, Cuijk, Noord-Brabant, 51.7133941, 5.9103669
5437, Beers, Cuijk, Noord-Brabant, 51.7262186, 5.8254961
5438, Gassel, Grave, Noord-Brabant, 51.7404991, 5.7805781
5439, Linden, Cuijk, Noord-Brabant, 51.7492987, 5.8333084
5441, Oeffelt, Boxmeer, Noord-Brabant, 51.6928062, 5.9386646
5443, Haps, Cuijk, Noord-Brabant, 51.6896523, 5.8625696
5445, Landhorst, Sint Anthonis, Noord-Brabant, 51.618252, 5.7918908
5446, Wanroij, Sint Anthonis, Noord-Brabant, 51.6565966, 5.8221627
5447, Rijkevoort, Boxmeer, Noord-Brabant, 51.6577927, 5.8851558
5449, Rijkevoort-De Walsert, Sint Anthonis, Noord-Brabant, 51.646667, 5.861111
5450, Mill, Mill en Sint Hubert, Noord-Brabant, 51.6531351, 5.8069413
5451, Mill, Mill en Sint Hubert, Noord-Brabant, 51.6877193, 5.7845872
5453, Langenboom, Mill en Sint Hubert, Noord-Brabant, 51.7022167, 5.7291508
5454, Sint Hubert, Mill en Sint Hubert, Noord-Brabant, 51.6781424, 5.8098778
5455, Wilbertoord, Mill en Sint Hubert, Noord-Brabant, 51.655076, 5.7739829
5460, Veghel, Veghel, Noord-Brabant, 51.607583, 5.5362367
5461, Veghel, Veghel, Noord-Brabant, 51.6294996, 5.5379369
5462, Veghel, Veghel, Noord-Brabant, 51.6196479, 5.5228611
5463, Veghel, Veghel, Noord-Brabant, 51.6073454, 5.5597505
5464, Veghel, Veghel, Noord-Brabant, 51.630114, 5.5807167
5465, Veghel, Veghel, Noord-Brabant, 51.5895024, 5.5463541
5466, Veghel, Veghel, Noord-Brabant, 51.6045644, 5.5067623
5467, Veghel, Veghel, Noord-Brabant, 51.6233461, 5.5563902
5469, Erp, Veghel, Noord-Brabant, 51.6015073, 5.6062082
5471, Loosbroek, Bernheze, Noord-Brabant, 51.6836819, 5.5093219
5472, Loosbroek, Bernheze, Noord-Brabant, 51.6735138, 5.500741
5473, Heeswijk-Dinther, Bernheze, Noord-Brabant, 51.650278, 5.475
5476, Vorstenbosch, Bernheze, Noord-Brabant, 51.6534974, 5.5510569
5480, Schijndel, Schijndel, Noord-Brabant, 51.6191143, 5.435366
5481, Schijndel, Schijndel, Noord-Brabant, 51.6164896, 5.4207226
5482, Schijndel, Schijndel, Noord-Brabant, 51.6362209, 5.450768
5490, Sint-Oedenrode, Sint-Oedenrode, Noord-Brabant, 51.5625482, 5.4595334
5491, Sint-Oedenrode, Sint-Oedenrode, Noord-Brabant, 51.543373, 5.5175414
5492, Sint-Oedenrode, Sint-Oedenrode, Noord-Brabant, 51.5519293, 5.4473341
5500, Veldhoven, Veldhoven, Noord-Brabant, 51.4209328, 5.4045443
5501, Veldhoven, Veldhoven, Noord-Brabant, 51.421035, 5.4006502
5502, Veldhoven, Veldhoven, Noord-Brabant, 51.4241302, 5.4191278
5503, Veldhoven, Veldhoven, Noord-Brabant, 51.413696, 5.4170978
5504, Veldhoven, Veldhoven, Noord-Brabant, 51.3958858, 5.4038927
5505, Veldhoven, Veldhoven, Noord-Brabant, 51.4050421, 5.3764442
5506, Veldhoven, Veldhoven, Noord-Brabant, 51.4168541, 5.377101
5507, Veldhoven, Veldhoven, Noord-Brabant, 51.4191167, 5.3564305
5508, Veldhoven, Veldhoven, Noord-Brabant, 51.4308336, 5.3879247
5509, Veldhoven, Veldhoven, Noord-Brabant, 51.4299433, 5.4072542
5511, Knegsel, Eersel, Noord-Brabant, 51.3996231, 5.344687
5512, Vessem, Eersel, Noord-Brabant, 51.4196789, 5.2884532
5513, Wintelre, Eersel, Noord-Brabant, 51.4436419, 5.340608
5520, Eersel, Eersel, Noord-Brabant, 51.3569604, 5.3115562
5521, Eersel, Eersel, Noord-Brabant, 51.3578078, 5.3159125
5524, Steensel, Eersel, Noord-Brabant, 51.3781787, 5.352071
5525, Duizel, Eersel, Noord-Brabant, 51.3689175, 5.2966333
5527, Hapert, Bladel, Noord-Brabant, 51.3685373, 5.2558944
5528, Hoogeloon, Bladel, Noord-Brabant, 51.396699, 5.2684294
5529, Casteren, Bladel, Noord-Brabant, 51.3964385, 5.2383109
5530, Bladel, Bladel, Noord-Brabant, 51.3619505, 5.2184932
5531, Bladel, Bladel, Noord-Brabant, 51.362963, 5.2136395
5534, Netersel, Bladel, Noord-Brabant, 51.4045925, 5.2096153
5540, Reusel, Reusel-De Mierden, Noord-Brabant, 51.3677473, 5.171578
5541, Reusel, Reusel-De Mierden, Noord-Brabant, 51.3659873, 5.1728762
5550, Valkenswaard, Valkenswaard, Noord-Brabant, 51.3501477, 5.4608605
5551, Valkenswaard, Valkenswaard, Noord-Brabant, 51.3419694, 5.4323481
5552, Valkenswaard, Valkenswaard, Noord-Brabant, 51.3646743, 5.4530079
5553, Valkenswaard, Valkenswaard, Noord-Brabant, 51.3610175, 5.4750212
5554, Valkenswaard, Valkenswaard, Noord-Brabant, 51.3435287, 5.4553599
5555, Valkenswaard, Valkenswaard, Noord-Brabant, 51.3475378, 5.4821122
5556, Valkenswaard, Valkenswaard, Noord-Brabant, 51.3150257, 5.4465416
5561, Riethoven, Bergeijk, Noord-Brabant, 51.3525213, 5.3865427
5563, Westerhoven, Bergeijk, Noord-Brabant, 51.3314776, 5.403675
5570, Bergeijk, Bergeijk, Noord-Brabant, 51.3208087, 5.3571702
5571, Bergeijk, Bergeijk, Noord-Brabant, 51.3197162, 5.3574995
5575, Luyksgestel, Bergeijk, Noord-Brabant, 51.2893698, 5.3258872
5580, Waalre, Waalre, Noord-Brabant, 51.4319167, 5.4175198
5581, Waalre, Waalre, Noord-Brabant, 51.3836688, 5.4404849
5582, Waalre, Waalre, Noord-Brabant, 51.3904409, 5.4645541
5583, Waalre, Waalre, Noord-Brabant, 51.3916919, 5.4940602
5590, Heeze, Heeze-Leende, Noord-Brabant, 51.3812802, 5.587193
5591, Heeze, Heeze-Leende, Noord-Brabant, 51.3809718, 5.5758263
5595, Leende, Heeze-Leende, Noord-Brabant, 51.3494735, 5.5525049
5600, Eindhoven, Eindhoven, Noord-Brabant, 51.473798, 5.452834
5601, Eindhoven, Eindhoven, Noord-Brabant, 51.473798, 5.452834
5602, Eindhoven, Eindhoven, Noord-Brabant, 51.473798, 5.452834
5604, Eindhoven, Eindhoven, Noord-Brabant, 51.473798, 5.452834
5605, Eindhoven, Eindhoven, Noord-Brabant, 51.473798, 5.452834
5611, Eindhoven, Eindhoven, Noord-Brabant, 51.4370843, 5.4802261
5612, Eindhoven, Eindhoven, Noord-Brabant, 51.4478224, 5.475826
5613, Eindhoven, Eindhoven, Noord-Brabant, 51.4416978, 5.4941622
5614, Eindhoven, Eindhoven, Noord-Brabant, 51.4272742, 5.4929446
5615, Eindhoven, Eindhoven, Noord-Brabant, 51.4281798, 5.4735916
5616, Eindhoven, Eindhoven, Noord-Brabant, 51.4379878, 5.4608707
5617, Eindhoven, Eindhoven, Noord-Brabant, 51.4467308, 5.4568881
5621, Eindhoven, Eindhoven, Noord-Brabant, 51.4553246, 5.4561304
5622, Eindhoven, Eindhoven, Noord-Brabant, 51.4588634, 5.4649669
5623, Eindhoven, Eindhoven, Noord-Brabant, 51.4582607, 5.4778796
5624, Eindhoven, Eindhoven, Noord-Brabant, 51.4699053, 5.4541018
5625, Eindhoven, Eindhoven, Noord-Brabant, 51.4728423, 5.4758603
5626, Eindhoven, Eindhoven, Noord-Brabant, 51.4818459, 5.4238586
5627, Eindhoven, Eindhoven, Noord-Brabant, 51.48617, 5.444252
5628, Eindhoven, Eindhoven, Noord-Brabant, 51.4794439, 5.4755291
5629, Eindhoven, Eindhoven, Noord-Brabant, 51.490189, 5.4711208
5631, Eindhoven, Eindhoven, Noord-Brabant, 51.4570505, 5.5037117
5632, Eindhoven, Eindhoven, Noord-Brabant, 51.4757749, 5.4976308
5633, Eindhoven, Eindhoven, Noord-Brabant, 51.493898, 5.5044753
5641, Eindhoven, Eindhoven, Noord-Brabant, 51.4453975, 5.5274803
5642, Eindhoven, Eindhoven, Noord-Brabant, 51.4394078, 5.5148856
5643, Eindhoven, Eindhoven, Noord-Brabant, 51.4242118, 5.5021076
5644, Eindhoven, Eindhoven, Noord-Brabant, 51.4131558, 5.4852794
5645, Eindhoven, Eindhoven, Noord-Brabant, 51.4248332, 5.5168847
5646, Eindhoven, Eindhoven, Noord-Brabant, 51.4119452, 5.5110766
5647, Eindhoven, Eindhoven, Noord-Brabant, 51.4238391, 5.5240162
5651, Eindhoven, Eindhoven, Noord-Brabant, 51.457903, 5.42896
5652, Eindhoven, Eindhoven, Noord-Brabant, 51.4364284, 5.4377862
5653, Eindhoven, Eindhoven, Noord-Brabant, 51.4243143, 5.4435516
5654, Eindhoven, Eindhoven, Noord-Brabant, 51.4220348, 5.4642495
5655, Eindhoven, Eindhoven, Noord-Brabant, 51.4115715, 5.4345597
5656, Eindhoven, Eindhoven, Noord-Brabant, 51.4119023, 5.4557574
5657, Eindhoven, Eindhoven, Noord-Brabant, 51.4492486, 5.3882374
5658, Eindhoven, Eindhoven, Noord-Brabant, 51.4403803, 5.4092813
5660, Geldrop, Geldrop-Mierlo, Noord-Brabant, 51.4478557, 5.490054
5661, Geldrop, Geldrop-Mierlo, Noord-Brabant, 51.4134885, 5.5341748
5662, Geldrop, Geldrop-Mierlo, Noord-Brabant, 51.4272975, 5.5483258
5663, Geldrop, Geldrop-Mierlo, Noord-Brabant, 51.4128781, 5.547082
5664, Geldrop, Geldrop-Mierlo, Noord-Brabant, 51.4174812, 5.5610329
5665, Geldrop, Geldrop-Mierlo, Noord-Brabant, 51.4165601, 5.580405
5666, Geldrop, Geldrop-Mierlo, Noord-Brabant, 51.4260714, 5.5741596
5667, Geldrop, Geldrop-Mierlo, Noord-Brabant, 51.4331289, 5.5641591
5670, Nuenen, Nuenen, Noord-Brabant, 51.4478557, 5.490054
5671, Nuenen, Nuenen, Noord-Brabant, 51.4761009, 5.5466357
5672, Nuenen, Nuenen, Noord-Brabant, 51.4653555, 5.551021
5673, Nuenen, Nuenen, Noord-Brabant, 51.4699615, 5.5649967
5674, Nuenen, Nuenen, Noord-Brabant, 51.4942205, 5.5535147
5680, Best, Best, Noord-Brabant, 51.4362766, 5.4245307
5681, Best, Best, Noord-Brabant, 51.5217698, 5.4153372
5682, Best, Best, Noord-Brabant, 51.5260186, 5.3802988
5683, Best, Best, Noord-Brabant, 51.498409, 5.407535
5684, Best, Best, Noord-Brabant, 51.513694, 5.361629
5685, Best, Best, Noord-Brabant, 51.4998935, 5.3752502
5688, Oirschot, Oirschot, Noord-Brabant, 51.5320155, 5.306528
5689, Oirschot, Oirschot, Noord-Brabant, 51.4981522, 5.31227
5690, Son, Son en Breugel, Noord-Brabant, 51.5244947, 5.4824473
5691, Son, Son en Breugel, Noord-Brabant, 51.5248957, 5.4616253
5692, Son, Son en Breugel, Noord-Brabant, 51.5009357, 5.4667096
5694, Breugel, Son en Breugel, Noord-Brabant, 51.5184209, 5.5117846
5700, Helmond, Helmond, Noord-Brabant, 51.4961325, 5.667027
5701, Helmond, Helmond, Noord-Brabant, 51.4809669, 5.6652652
5702, Helmond, Helmond, Noord-Brabant, 51.4969392, 5.6619709
5703, Helmond, Helmond, Noord-Brabant, 51.4841754, 5.6806456
5704, Helmond, Helmond, Noord-Brabant, 51.455444, 5.7025839
5705, Helmond, Helmond, Noord-Brabant, 51.4671368, 5.6788041
5706, Helmond, Helmond, Noord-Brabant, 51.4591994, 5.6248852
5707, Helmond, Helmond, Noord-Brabant, 51.4898903, 5.6441765
5708, Helmond, Helmond, Noord-Brabant, 51.481315, 5.6032052
5709, Helmond, Helmond, Noord-Brabant, 51.4873818, 5.6960332
5710, Someren, Someren, Noord-Brabant, 51.3913081, 5.7093737
5711, Someren, Someren, Noord-Brabant, 51.392245, 5.7027101
5712, Someren, Someren, Noord-Brabant, 51.3554596, 5.7017038
5715, Lierop, Someren, Noord-Brabant, 51.4191765, 5.6821138
5720, Asten, Asten, Noord-Brabant, 51.3913081, 5.7093737
5721, Asten, Asten, Noord-Brabant, 51.4029943, 5.7440776
5724, Ommel, Asten, Noord-Brabant, 51.4231409, 5.7476111
5725, Heusden, Asten, Noord-Brabant, 51.3828656, 5.7649501
5730, Mierlo, Geldrop-Mierlo, Noord-Brabant, 51.4275926, 5.5681558
5731, Mierlo, Geldrop-Mierlo, Noord-Brabant, 51.4389663, 5.6200096
5735, Aarle-Rixtel, Laarbeek, Noord-Brabant, 51.5096192, 5.6364183
5737, Lieshout, Laarbeek, Noord-Brabant, 51.5197504, 5.5945613
5738, Mariahout, Laarbeek, Noord-Brabant, 51.5397618, 5.5714891
5740, Beek en Donk, Laarbeek, Noord-Brabant, 51.538654, 5.628708
5741, Beek en Donk, Laarbeek, Noord-Brabant, 51.5394924, 5.6302688
5750, Deurne, Deurne, Noord-Brabant, 51.4638061, 5.7945788
5751, Deurne, Deurne, Noord-Brabant, 51.464512, 5.7863171
5752, Deurne, Deurne, Noord-Brabant, 51.4829318, 5.7868694
5753, Deurne, Deurne, Noord-Brabant, 51.4392773, 5.817104
5754, Deurne, Deurne, Noord-Brabant, 51.4643821, 5.8420356
5756, Vlierden, Deurne, Noord-Brabant, 51.4445635, 5.7596074
5757, Liessel, Deurne, Noord-Brabant, 51.4141759, 5.821055
5758, Neerkant, Deurne, Noord-Brabant, 51.3684598, 5.8667024
5759, Helenaveen, Deurne, Noord-Brabant, 51.3907101, 5.917854
5760, Bakel, Gemert-Bakel, Noord-Brabant, 51.5540985, 5.6828569
5761, Bakel, Gemert-Bakel, Noord-Brabant, 51.5045426, 5.7401648
5763, Milheeze, Gemert-Bakel, Noord-Brabant, 51.5038039, 5.7800695
5764, Rips, Gemert-Bakel, Noord-Brabant, 51.5504737, 5.807514
5766, Griendtsveen, Horst aan de Maas, Limburg, 51.4421994, 5.8912113
5768, Meijel, Peel en Maas, Limburg, 51.3440883, 5.8908029
5800, Venray, Venray, Limburg, 51.524712, 5.9748704
5801, Venray, Venray, Limburg, 51.5272961, 5.9540026
5802, Venray, Venray, Limburg, 51.521472, 5.9906455
5803, Venray, Venray, Limburg, 51.5332973, 5.9915451
5804, Venray, Venray, Limburg, 51.5475119, 5.9715216
5807, Oostrum, Venray, Limburg, 51.528588, 6.0161961
5808, Oirlo, Venray, Limburg, 51.5148307, 6.0331578
5809, Leunen, Venray, Limburg, 51.508274, 5.9796526
5811, Castenray, Venray, Limburg, 51.4891704, 6.0358747
5812, Heide, Venray, Limburg, 51.5049224, 5.9503411
5813, Ysselsteyn, Venray, Limburg, 51.4898334, 5.8968362
5814, Veulen, Venray, Limburg, 51.4828482, 5.9554233
5815, Merselo, Venray, Limburg, 51.5297637, 5.9283115
5816, Vredepeel, Venray, Limburg, 51.541458, 5.8691665
5817, Smakt, Venray, Limburg, 51.5681813, 6.0045218
5821, Vierlingsbeek, Boxmeer, Noord-Brabant, 51.5964371, 6.0071434
5823, Maashees, Boxmeer, Noord-Brabant, 51.5701118, 6.03481
5824, Holthees, Boxmeer, Noord-Brabant, 51.5740303, 6.0084241
5825, Overloon, Boxmeer, Noord-Brabant, 51.5715151, 5.9476477
5826, Groeningen, Boxmeer, Noord-Brabant, 51.6096284, 5.9968846
5827, Vortum-Mullem, Boxmeer, Noord-Brabant, 51.6209888, 5.9787141
5830, Boxmeer, Boxmeer, Noord-Brabant, 51.6480194, 5.9442034
5831, Boxmeer, Boxmeer, Noord-Brabant, 51.6452689, 5.9566657
5835, Beugen, Boxmeer, Noord-Brabant, 51.6729024, 5.9373811
5836, Sambeek, Boxmeer, Noord-Brabant, 51.6356817, 5.9650533
5840, Oploo, Sint Anthonis, Noord-Brabant, 51.6423026, 5.7721034
5841, Oploo, Sint Anthonis, Noord-Brabant, 51.6083434, 5.8751423
5843, Westerbeek, Sint Anthonis, Noord-Brabant, 51.5824394, 5.8639128
5844, Stevensbeek, Sint Anthonis, Noord-Brabant, 51.6034193, 5.9160981
5845, Sint Anthonis, Sint Anthonis, Noord-Brabant, 51.6271613, 5.8851934
5846, Ledeacker, Sint Anthonis, Noord-Brabant, 51.6362282, 5.8746627
5851, Afferden, Bergen, Flevoland, 52.5279781, 5.5953508
5853, Siebengewald, Bergen, Limburg, 51.6499329, 6.1054976
5854, Bergen, Bergen, Limburg, 51.5998657, 6.0329977
5855, Well, Bergen, Limburg, 51.5490028, 6.0898146
5856, Wellerlooi, Bergen, Limburg, 51.5348134, 6.1368845
5861, Wanssum, Venray, Limburg, 51.5363948, 6.0756528
5862, Geysteren, Horst aan de Maas, Limburg, 51.550566, 6.0499585
5863, Blitterswijck, Venray, Limburg, 51.5317535, 6.1089177
5864, Meerlo, Horst aan de Maas, Limburg, 51.5135768, 6.0854637
5865, Tienray, Horst aan de Maas, Limburg, 51.4953398, 6.0926863
5866, Swolgen, Horst aan de Maas, Limburg, 51.4920154, 6.1173012
5871, Broekhuizenvorst, Horst aan de Maas, Limburg, 51.4950867, 6.1569232
5872, Broekhuizen, Horst aan de Maas, Limburg, 51.4861249, 6.1636824
5900, Venlo, Venlo, Limburg, 51.3669066, 6.1680878
5902, Venlo, Venlo, Limburg, 51.3669066, 6.1680878
5911, Venlo, Venlo, Limburg, 51.3723862, 6.1721338
5912, Venlo, Venlo, Limburg, 51.3557324, 6.1635087
5913, Venlo, Venlo, Limburg, 51.3696235, 6.1995
5914, Venlo, Venlo, Limburg, 51.3869562, 6.1704266
5915, Venlo, Venlo, Limburg, 51.3567885, 6.1933512
5916, Venlo, Venlo, Limburg, 51.3880104, 6.2003025
5921, Venlo, Venlo, Limburg, 51.367165, 6.1463031
5922, Venlo, Venlo, Limburg, 51.3739263, 6.1428618
5923, Venlo, Venlo, Limburg, 51.3607457, 6.1432418
5924, Venlo, Venlo, Limburg, 51.3666314, 6.1313871
5925, Venlo, Venlo, Limburg, 51.378597, 6.1290894
5926, Venlo, Venlo, Limburg, 51.35812, 6.1180093
5927, Venlo, Venlo, Limburg, 51.3823893, 6.1069022
5928, Venlo, Venlo, Limburg, 51.4094401, 6.0930958
5930, Tegelen, Venlo, Limburg, 51.3441241, 6.1377539
5931, Tegelen, Venlo, Limburg, 51.3463525, 6.1417097
5932, Tegelen, Venlo, Limburg, 51.3352663, 6.152407
5935, Steijl, Venlo, Limburg, 51.3332053, 6.1219083
5940, Velden, Venlo, Limburg, 51.4029637, 6.1784563
5941, Velden, Venlo, Limburg, 51.4145226, 6.1644463
5943, Lomm, Venlo, Limburg, 51.4482863, 6.1696691
5944, Arcen, Venlo, Limburg, 51.4763636, 6.1809478
5950, Belfeld, Venlo, Limburg, 51.3105598, 6.1153726
5951, Belfeld, Venlo, Limburg, 51.3136515, 6.1209199
5953, Reuver, Beesel, Limburg, 51.2862173, 6.0828226
5954, Beesel, Beesel, Limburg, 51.2696984, 6.0468338
5960, Horst, Horst aan de Maas, Limburg, 51.4647397, 6.0484978
5961, Horst, Horst aan de Maas, Limburg, 51.4503945, 6.0514924
5962, Melderslo, Horst aan de Maas, Limburg, 51.4615797, 6.084853
5963, Hegelsom, Horst aan de Maas, Limburg, 51.4342209, 6.0229257
5964, Meterik, Horst aan de Maas, Limburg, 51.4552708, 6.0249317
5966, America, Horst aan de Maas, Limburg, 51.4362036, 5.9792472
5970, Grubbenvorst, Horst aan de Maas, Limburg, 51.4195163, 6.1569655
5971, Grubbenvorst, Horst aan de Maas, Limburg, 51.4199823, 6.1448144
5973, Lottum, Horst aan de Maas, Limburg, 51.4608598, 6.1605462
5975, Sevenum, Horst aan de Maas, Limburg, 51.410634, 6.0262189
5976, Kronenberg, Horst aan de Maas, Limburg, 51.4152483, 6.0005521
5977, Evertsoord, Horst aan de Maas, Limburg, 51.4035422, 5.9583872
5980, Panningen, Peel en Maas, Limburg, 51.3211923, 5.9772619
5981, Panningen, Peel en Maas, Limburg, 51.3288575, 5.9794342
5984, Koningslust, Peel en Maas, Limburg, 51.3564059, 5.993904
5985, Grashoek, Helden, Limburg, 51.3599859, 5.9416989
5986, Beringe, Peel en Maas, Limburg, 51.3368412, 5.9482681
5987, Egchel, Peel en Maas, Limburg, 51.3134105, 5.9713597
5988, Helden, Peel en Maas, Limburg, 51.319895, 6.0003768
5990, Baarlo, Peel en Maas, Limburg, 51.3569579, 6.1321366
5991, Baarlo, Peel en Maas, Limburg, 51.3301266, 6.0950702
5993, Maasbree, Peel en Maas, Limburg, 51.3584896, 6.0503002
5995, Kessel, Peel en Maas, Limburg, 51.2926693, 6.0540036
6000, Weert, Weert, Limburg, 51.253197, 5.7200076
6001, Weert, Weert, Limburg, 51.2525577, 5.7099335
6002, Weert, Weert, Limburg, 51.2636378, 5.6439594
6003, Weert, Weert, Limburg, 51.2764348, 5.7050679
6004, Weert, Weert, Limburg, 51.2537401, 5.7394393
6005, Weert, Weert, Limburg, 51.2323113, 5.7480303
6006, Weert, Weert, Limburg, 51.2207937, 5.6612402
6011, Ell, Leudal, Limburg, 51.2201477, 5.7950699
6012, Haler, Leudal, Limburg, 51.1880645, 5.7800231
6013, Hunsel, Leudal, Limburg, 51.1881543, 5.8131944
6014, Ittervoort, Leudal, Limburg, 51.1698532, 5.8180288
6015, Neeritter, Leudal, Limburg, 51.1645144, 5.8030819
6017, Thorn, Maasgouw, Limburg, 51.1626128, 5.8427213
6019, Wessem, Maasgouw, Limburg, 51.160396, 5.8814392
6020, Budel, Cranendonck, Noord-Brabant, 51.2568254, 5.6004011
6021, Budel, Cranendonck, Noord-Brabant, 51.2741027, 5.5763506
6023, Budel-Schoot, Cranendonck, Noord-Brabant, 51.250289, 5.5666271
6024, Budel-Dorplein, Cranendonck, Noord-Brabant, 51.2363484, 5.5880076
6026, Maarheeze, Cranendonck, Noord-Brabant, 51.3103841, 5.6148653
6027, Soerendonk, Cranendonck, Noord-Brabant, 51.3018545, 5.5741425
6028, Gastel, Cranendonck, Noord-Brabant, 51.2850098, 5.5564143
6029, Sterksel, Heeze-Leende, Noord-Brabant, 51.3506055, 5.6118505
6030, Nederweert, Nederweert, Limburg, 51.2836176, 5.7475885
6031, Nederweert, Nederweert, Limburg, 51.2865631, 5.7527014
6034, Nederweert-Eind, Nederweert, Limburg, 51.276111, 5.779722
6035, Ospel, Nederweert, Limburg, 51.2995048, 5.7861993
6037, Kelpen-Oler, Leudal, Limburg, 51.2180484, 5.8284007
6039, Stramproy, Weert, Limburg, 51.1943225, 5.722053
6040, Roermond, Roermond, Limburg, 51.1958494, 5.9858348
6041, Roermond, Roermond, Limburg, 51.1999003, 5.975637
6042, Roermond, Roermond, Limburg, 51.1979147, 6.0143553
6043, Roermond, Roermond, Limburg, 51.188912, 6.0107824
6044, Roermond, Roermond, Limburg, 51.1806274, 6.0187806
6045, Roermond, Roermond, Limburg, 51.1688665, 6.0178725
6049, Herten, Roermond, Limburg, 51.181315, 5.9624494
6050, Maasbracht, Maasgouw, Limburg, 51.1458591, 5.891771
6051, Maasbracht, Maasgouw, Limburg, 51.1404101, 5.888583
6060, Posterholt, Roerdalen, Limburg, 51.0690108, 5.8510078
6061, Posterholt, Roerdalen, Limburg, 51.1226691, 6.0334246
6063, Vlodrop, Roerdalen, Limburg, 51.1331277, 6.0757908
6065, Montfort, Roerdalen, Limburg, 51.1260454, 5.9476358
6067, Linne, Maasgouw, Limburg, 51.155428, 5.9405902
6070, Swalmen, Roermond, Limburg, 51.2382609, 6.0507425
6071, Swalmen, Roermond, Limburg, 51.2295456, 6.046671
6074, Melick, Roerdalen, Limburg, 51.1572306, 6.033625
6075, Herkenbosch, Roerdalen, Limburg, 51.1564244, 6.0584854
6077, Sint Odiliënberg, Roerdalen, Limburg, 51.15, 6
6080, Haelen, Leudal, Limburg, 51.2385905, 5.9533793
6081, Haelen, Leudal, Limburg, 51.2359716, 5.9549078
6082, Buggenum, Leudal, Limburg, 51.2323713, 5.981036
6083, Nunhem, Leudal, Limburg, 51.2453624, 5.9609248
6085, Horn, Leudal, Limburg, 51.2100669, 5.9472027
6086, Neer, Leudal, Limburg, 51.259826, 5.9893002
6088, Roggel, Leudal, Limburg, 51.2625256, 5.9225139
6089, Heibloem, Leudal, Limburg, 51.3007315, 5.8957599
6091, Leveroy, Nederweert, Limburg, 51.2547991, 5.8242896
6092, Leveroy, Nederweert, Limburg, 51.2495322, 5.850881
